Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,pow_term,theta,M
5,5,5,0.0193,0.00823468275042,0.00367611517026,0.972045296739,3.7936,0.496200201532,SM-runs,0.972045296739,0.967896029555,0.971286525988,est,0.8,100
6,5,5,0.0183,0.00660378679244,0.00599142235993,0.998103897831,4.8461,0.0640740977307,SM-runs,0.998103897831,0.991626223954,0.99701704103,10,0.3,3
6,5,5,0.0216,0.00965608616366,0.00714332602179,0.997412756139,4.8202,0.0393263270596,SM-runs,0.997412756139,0.990436888997,0.996240593079,10,0.3,5
6,5,5,0.0123,0.00567538544947,0.00383634966799,0.996977570473,4.7662,0.0355128145885,SM-runs,0.996977570473,0.994847043944,0.996620691915,10,0.3,10
6,5,5,0.0123,0.00814923309275,0.00394320746545,0.99808066759,4.8233,0.0442878087062,SM-runs,0.99808066759,0.994503406553,0.997480280765,10,0.3,100
6,5,5,0.0155,0.0111736296699,0.00277563601412,0.967710849772,3.0891,0.025121504732,SM-runs,0.967710849772,0.975104079944,0.968785006516,10,0.8,3
6,5,5,0.014,0.00752329714952,0.00221165861853,0.957418475599,3.1044,0.0403613676676,SM-runs,0.957418475599,0.9785313295,0.96083564786,10,0.8,5
6,5,5,0.0149,0.0062040309477,0.00277306177578,0.974941602318,3.0703,0.0278856593969,SM-runs,0.974941602318,0.974698051556,0.974860250959,10,0.8,10
6,5,5,0.0193,0.00900055553841,0.00356402462717,0.966289841058,3.0918,0.0664978195131,SM-runs,0.966289841058,0.968354866212,0.96657590834,10,0.8,100
6,5,5,0.0184,0.0083330666624,0.00581751153904,0.996665012643,4.8343,0.0572189653874,SM-runs,0.996665012643,0.991863973486,0.995858100618,-10,0.3,3
6,5,5,0.0129,0.00978212655817,0.004173362626,0.997903929323,4.7987,0.0651828965297,SM-runs,0.997903929323,0.994383127743,0.997312231579,-10,0.3,5
6,5,5,0.0189,0.00890449324779,0.00601773423894,0.996664477141,4.8322,0.0385325836144,SM-runs,0.996664477141,0.991682045968,0.995826729613,-10,0.3,10
6,5,5,0.0239,0.00911537163258,0.00785882866497,0.997811699318,4.8528,0.0518165996569,SM-runs,0.997811699318,0.989011745119,0.99633164904,-10,0.3,100
6,5,5,0.0154,0.009759098319,0.00288784209985,0.975181189774,3.0755,0.0319037615337,SM-runs,0.975181189774,0.974223584181,0.974919245578,-10,0.8,3
6,5,5,0.0216,0.0165239220526,0.00408123425998,0.968193876931,3.0907,0.0545912996731,SM-runs,0.968193876931,0.961491752976,0.966898550663,-10,0.8,5
6,5,5,0.0133,0.00821035931004,0.0022486531085,0.970023133424,3.1285,0.0301172707927,SM-runs,0.970023133424,0.981673137996,0.971927672671,-10,0.8,10
6,5,5,0.0206,0.00960416576283,0.00368784517688,0.960842346271,3.081,0.043997727214,SM-runs,0.960842346271,0.968434562414,0.96204581369,-10,0.8,100
6,5,5,0.0184,0.00973858305915,0.00622672890775,0.999046531808,4.8054,0.0733269391152,SM-runs,0.999046531808,0.991537545313,0.997784687025,gt,0.3,3
6,5,5,0.0139,0.00945991543303,0.0045250850912,0.99780719,4.7969,0.0571951921056,SM-runs,0.99780719,0.993913508338,0.997152400622,gt,0.3,5
6,5,5,0.0198,0.0147837748901,0.00662096364937,0.998103194969,4.8008,0.0502688770513,SM-runs,0.998103194969,0.99117087083,0.996935264464,gt,0.3,10
6,5,5,0.0162,0.0090642153549,0.00538150794762,0.998377064557,4.7899,0.0456803021006,SM-runs,0.998377064557,0.992722138978,0.997428000092,gt,0.3,100
6,5,5,0.0165,0.00841724420461,0.00299986080053,0.970250844442,3.1082,0.0534954203647,SM-runs,0.970250844442,0.972841355308,0.970601745077,gt,0.8,3
6,5,5,0.013,0.007,0.00222209974893,0.96884735898,3.1273,0.0320563566239,SM-runs,0.96884735898,0.979536707312,0.970555582749,gt,0.8,5
6,5,5,0.0216,0.0112178429299,0.00402975195006,0.96658966358,3.0966,0.0431629470727,SM-runs,0.96658966358,0.966199956645,0.966495185199,gt,0.8,10
6,5,5,0.0197,0.00769480344128,0.00356498719268,0.962888333942,3.1017,0.0603722618427,SM-runs,0.962888333942,0.9683633826,0.963705541222,gt,0.8,100
6,5,5,0.0278,0.0106470653234,0.00928565134458,0.998052447864,4.5643,0.162639509345,SM-runs,0.998052447864,0.987247540433,0.996229870697,est,0.3,3
6,5,5,0.038,0.00867179335547,0.0130692204997,0.998754913634,4.4844,0.0805384380281,SM-runs,0.998754913634,0.982669961991,0.996033022952,est,0.3,5
6,5,5,0.0363,0.0135059246259,0.0120991894875,0.996947229723,4.4868,0.0776991634447,SM-runs,0.996947229723,0.983609462768,0.99469143152,est,0.3,10
6,5,5,0.0292,0.0126,0.00984872176128,0.998303983675,4.4669,0.140567741676,SM-runs,0.998303983675,0.986670519698,0.996336749604,est,0.3,100
6,5,5,0.0139,0.006788961629,0.00243724973468,0.969689824665,3.412,0.411062039113,SM-runs,0.969689824665,0.977353894554,0.970887912568,est,0.8,3
6,5,5,0.015,0.0132287565553,0.00212213069761,0.945779823311,3.6352,0.692674064766,SM-runs,0.945779823311,0.980068789887,0.949862585687,est,0.8,5
6,5,5,0.0236,0.0146778745055,0.00368615616827,0.931096393669,3.591,0.496821899678,SM-runs,0.931096393669,0.96644154061,0.934466170762,est,0.8,10
6,5,5,0.0216,0.0185105375395,0.00289876239375,0.914784864732,3.4128,0.675515773317,SM-runs,0.914784864732,0.971461429289,0.920300163504,est,0.8,100
7,5,5,0.043,0.0188997354479,0.0148495980521,0.998815586228,4.4118,0.121828403913,SM-runs,0.998815586228,0.980531609541,0.995709662539,10,0.3,3
7,5,5,0.034,0.0210807969489,0.0113886590956,0.997575625153,4.512,0.185170732029,SM-runs,0.997575625153,0.984586855324,0.995373781791,10,0.3,5
7,5,5,0.0375,0.00920054346221,0.0127747887068,0.997631793923,4.382,0.151544053001,SM-runs,0.997631793923,0.983201446673,0.995194829092,10,0.3,10
7,5,5,0.0413,0.0156016024818,0.01380237771,0.996931389953,4.4779,0.169861384664,SM-runs,0.996931389953,0.981302913044,0.994282447818,10,0.3,100
7,5,5,0.0192,0.0105242576935,0.00355847082479,0.969441777189,3.059,0.0357910603363,SM-runs,0.969441777189,0.96834342773,0.969158464654,10,0.8,3
7,5,5,0.012,0.00867179335547,0.00221789286338,0.979675899451,3.0766,0.0480670365219,SM-runs,0.979675899451,0.979600851773,0.979615452585,10,0.8,5
7,5,5,0.0066,0.00366606055596,0.000895303415455,0.97486986858,3.0725,0.0572018356349,SM-runs,0.97486986858,0.992397174951,0.977686304388,10,0.8,10
7,5,5,0.0134,0.00590254182535,0.00234301872315,0.971627559231,3.0927,0.0475058943711,SM-runs,0.971627559231,0.979546693512,0.972849482293,10,0.8,100
7,5,5,0.0202,0.0123838604643,0.00676379094281,0.998335972475,4.6869,0.133425222503,SM-runs,0.998335972475,0.99087496009,0.997080018079,-10,0.3,3
7,5,5,0.0135,0.0102102889283,0.00439299771633,0.998785697683,4.743,0.0533666562565,SM-runs,0.998785697683,0.993676480116,0.997927439772,-10,0.3,5
7,5,5,0.0192,0.0196763817812,0.00644947266358,0.998326640386,4.6845,0.168457858232,SM-runs,0.998326640386,0.991443663144,0.997160015656,-10,0.3,10
7,5,5,0.0187,0.0161062099825,0.00619492952829,0.998308179938,4.6898,0.0892242119607,SM-runs,0.998308179938,0.991495384031,0.99715939882,-10,0.3,100
7,5,5,0.0159,0.0037,0.00290384455925,0.972613697708,3.081,0.0284885942089,SM-runs,0.972613697708,0.974779077687,0.972917808078,-10,0.8,3
7,5,5,0.0197,0.00798811617342,0.00365296284955,0.966581787187,3.1117,0.0355978931961,SM-runs,0.966581787187,0.96560443338,0.966375101581,-10,0.8,5
7,5,5,0.0131,0.00697782200977,0.00234760478676,0.975378538714,3.1081,0.0444757237153,SM-runs,0.975378538714,0.980099263357,0.976098836145,-10,0.8,10
7,5,5,0.0125,0.00639140047251,0.00222740209481,0.976213150319,3.094,0.0368917334914,SM-runs,0.976213150319,0.980267543314,0.976839410895,-10,0.8,100
7,5,5,0.0278,0.0136146979401,0.00932644740498,0.99807466155,4.5908,0.156309180792,SM-runs,0.99807466155,0.987328718801,0.996260271064,gt,0.3,3
7,5,5,0.0365,0.0198708328965,0.0123306003933,0.997660626664,4.543,0.18452045957,SM-runs,0.997660626664,0.983542547697,0.995267290905,gt,0.3,5
7,5,5,0.0323,0.0221903132019,0.0105691566605,0.996863401492,4.6304,0.138563487254,SM-runs,0.996863401492,0.985283444263,0.9948951526,gt,0.3,10
7,5,5,0.0379,0.0205156038176,0.012836918732,0.99787777194,4.5254,0.174390481392,SM-runs,0.99787777194,0.982865882374,0.995331434064,gt,0.3,100
7,5,5,0.0142,0.00808455317256,0.00233613893101,0.963667891831,3.0915,0.0363792523288,SM-runs,0.963667891831,0.978929788972,0.966155814691,gt,0.8,3
7,5,5,0.0153,0.0047759815745,0.00267410401943,0.967389373013,3.0834,0.0320131223095,SM-runs,0.967389373013,0.976198363779,0.968792049985,gt,0.8,5
7,5,5,0.0126,0.00855803715813,0.00211806259366,0.969790584032,3.1083,0.0432782855483,SM-runs,0.969790584032,0.981259303386,0.971664870586,gt,0.8,10
7,5,5,0.0128,0.00679411510059,0.00210411838361,0.966347780043,3.0567,0.0423887956894,SM-runs,0.966347780043,0.980200199119,0.968588655437,gt,0.8,100
7,5,5,0.0376,0.0189589029218,0.0127694470495,0.99742972024,4.3311,0.0838587502888,SM-runs,0.99742972024,0.983234134657,0.995029335634,est,0.3,3
7,5,5,0.0464,0.0214811545314,0.0163146775182,0.999088193145,4.3523,0.0927534905004,SM-runs,0.999088193145,0.979374994042,0.995733742187,est,0.3,5
7,5,5,0.048,0.0206446118879,0.016400160528,0.998796372469,4.3565,0.108542388033,SM-runs,0.998796372469,0.977921618017,0.995242389958,est,0.3,10
7,5,5,0.0411,0.02454159734,0.0139723153936,0.998561075901,4.3322,0.149146102866,SM-runs,0.998561075901,0.981131991139,0.995597215955,est,0.3,100
7,5,5,0.0146,0.0105943381105,0.00201447070699,0.947376441757,3.2325,0.600710454379,SM-runs,0.947376441757,0.983193518814,0.950926179055,est,0.8,3
7,5,5,0.0176,0.00959374796417,0.00265276808401,0.945408411232,3.3569,0.601642493513,SM-runs,0.945408411232,0.97497977237,0.948118262502,est,0.8,5
7,5,5,0.0147,0.0091,0.00276769714175,0.977093521906,3.4785,0.418031159126,SM-runs,0.977093521906,0.974458008749,0.976581281593,est,0.8,10
7,5,5,0.0192,0.0151115849599,0.00211863143678,0.895964512553,3.1594,0.748760602596,SM-runs,0.895964512553,0.9794820956,0.904268963714,est,0.8,100
8,5,5,0.0394,0.0118422970745,0.0135294742369,0.999090776248,4.3085,0.0456119501885,SM-runs,0.999090776248,0.981892533072,0.996178094929,10,0.3,3
8,5,5,0.047,0.0166853228917,0.0161340959047,0.998811198815,4.3021,0.0445094372016,SM-runs,0.998811198815,0.978478233159,0.995353664386,10,0.3,5
8,5,5,0.0389,0.012485591696,0.0132211757831,0.999041767634,4.3181,0.0359706825067,SM-runs,0.999041767634,0.981900900791,0.996139154201,10,0.3,10
8,5,5,0.0418,0.023081594399,0.0143748055934,0.999290780142,4.2948,0.0536074621671,SM-runs,0.999290780142,0.9808195926,0.996147878945,10,0.3,100
8,5,5,0.0091,0.00631585306986,0.00156114610801,0.979582642993,3.0603,0.0257955422506,SM-runs,0.979582642993,0.986598359571,0.98062761341,10,0.8,3
8,5,5,0.0158,0.0142884568796,0.00299478519881,0.977338581515,3.0708,0.0406246230752,SM-runs,0.977338581515,0.973329751059,0.976546577691,10,0.8,5
8,5,5,0.0088,0.00394461658466,0.00156726980671,0.9827313563,3.0792,0.0410847903731,SM-runs,0.9827313563,0.986785497173,0.983384410546,10,0.8,10
8,5,5,0.0122,0.010117311896,0.00223931590345,0.97883233327,3.0909,0.0436931344721,SM-runs,0.97883233327,0.981416480673,0.979210524438,10,0.8,100
8,5,5,0.0377,0.0195245998679,0.0127084961623,0.998280883003,4.3322,0.0787410947346,SM-runs,0.998280883003,0.982632100576,0.99562476912,-10,0.3,3
8,5,5,0.0395,0.0160452485179,0.0134814531359,0.9988118605,4.3328,0.0668083827076,SM-runs,0.9988118605,0.981814411547,0.995933308469,-10,0.3,5
8,5,5,0.0471,0.0186464473828,0.0161205831442,0.999770114943,4.3275,0.0756323343551,SM-runs,0.999770114943,0.977965730288,0.996058209309,-10,0.3,10
8,5,5,0.038,0.0130076900332,0.0130695850062,0.998858890803,4.3282,0.0945777986633,SM-runs,0.998858890803,0.982676179381,0.996118839997,-10,0.3,100
8,5,5,0.0093,0.00583180932473,0.0016746628942,0.98241947037,3.0895,0.0211624667749,SM-runs,0.98241947037,0.985591478688,0.982910982495,-10,0.8,3
8,5,5,0.0117,0.00752396172239,0.00201146654554,0.97363005752,3.0991,0.0363055092238,SM-runs,0.97363005752,0.982553901058,0.975062989587,-10,0.8,5
8,5,5,0.0105,0.00732461603089,0.00165972962675,0.969144560998,3.0844,0.0217540800771,SM-runs,0.969144560998,0.984056546307,0.971532448442,-10,0.8,10
8,5,5,0.0111,0.00720347138538,0.00211056712311,0.983872382551,3.0592,0.0503245466944,SM-runs,0.983872382551,0.98086576211,0.983309825111,-10,0.8,100
8,5,5,0.0327,0.015646405338,0.0108281468107,0.998260538452,4.3357,0.0839762466415,SM-runs,0.998260538452,0.984573120657,0.995946782941,gt,0.3,3
8,5,5,0.0382,0.0112676528168,0.0130777121246,0.999524397185,4.3084,0.0531228764281,SM-runs,0.999524397185,0.982156768232,0.996582050137,gt,0.3,5
8,5,5,0.043,0.0131453413801,0.0146189049472,0.997669039772,4.3014,0.0265412885897,SM-runs,0.997669039772,0.980614850293,0.994778992461,gt,0.3,10
8,5,5,0.0442,0.0151907866814,0.0150475832452,0.998327642553,4.3169,0.0508398465773,SM-runs,0.998327642553,0.979779347009,0.995182452993,gt,0.3,100
8,5,5,0.0122,0.00802246844805,0.0021086245247,0.974068386402,3.0834,0.042389149555,SM-runs,0.974068386402,0.980941379556,0.975038232367,gt,0.8,3
8,5,5,0.0137,0.00913290753265,0.00255839385742,0.977724957831,3.0972,0.039879317948,SM-runs,0.977724957831,0.977461464129,0.977608494072,gt,0.8,5
8,5,5,0.0159,0.00837197706638,0.00300253639478,0.977561706201,3.0808,0.0322266970073,SM-runs,0.977561706201,0.973652503954,0.976762952101,gt,0.8,10
8,5,5,0.0114,0.00695988505652,0.00200255604872,0.976403702384,3.0876,0.024121359829,SM-runs,0.976403702384,0.982241098172,0.977304215358,gt,0.8,100
8,5,5,0.0462,0.014274452704,0.0158574965212,0.998360829173,4.2339,0.123509068493,SM-runs,0.998360829173,0.979050776084,0.995083111466,est,0.3,3
8,5,5,0.0407,0.0128066389033,0.014220353711,0.998355247166,4.1918,0.143590250365,SM-runs,0.998355247166,0.982010937905,0.995586901401,est,0.3,5
8,5,5,0.0433,0.0128767231857,0.0149508906797,0.998119003362,4.2983,0.0793801612495,SM-runs,0.998119003362,0.9806398054,0.995156955313,est,0.3,10
8,5,5,0.0426,0.0159949992185,0.0146716069238,0.999746192893,4.3033,0.0682686604527,SM-runs,0.999746192893,0.98020586604,0.996426723319,est,0.3,100
8,5,5,0.0219,0.0210449518888,0.00245336523183,0.892617410108,3.0294,0.636220590676,SM-runs,0.892617410108,0.975616533035,0.900297247418,est,0.8,3
8,5,5,0.0096,0.00467332857822,0.00177495716297,0.982326565737,3.3292,0.395519860437,SM-runs,0.982326565737,0.983576195141,0.982498086503,est,0.8,5
8,5,5,0.0175,0.0137640836963,0.00200609800008,0.913648054735,3.1496,0.53713838068,SM-runs,0.913648054735,0.982187682789,0.920157070038,est,0.8,10
8,5,5,0.0179,0.0183545634653,0.00122242896001,0.878848500362,3.013,0.641984579254,SM-runs,0.878848500362,0.987678724684,0.889317021326,est,0.8,100
9,5,5,0.0434,0.0134848062648,0.0147484113601,0.999053216209,4.3152,0.0285229731971,SM-runs,0.999053216209,0.979799604067,0.995784495965,10,0.3,3
9,5,5,0.0411,0.0165496223522,0.0140812722067,0.998566537079,4.2987,0.031244359491,SM-runs,0.998566537079,0.981283814247,0.995636692822,10,0.3,5
9,5,5,0.0351,0.0142158362399,0.0119532041304,0.998584649753,4.2836,0.0301933767572,SM-runs,0.998584649753,0.983927579135,0.996105237976,10,0.3,10
9,5,5,0.0402,0.0110163514831,0.0139454073146,0.999530516432,4.3115,0.0504167630853,SM-runs,0.999530516432,0.981576282232,0.996487972897,10,0.3,100
9,5,5,0.0099,0.00498898787331,0.0018972691106,0.986857060465,3.0848,0.0274983635877,SM-runs,0.986857060465,0.983680652596,0.986288507815,10,0.8,3
9,5,5,0.009,0.00567450438364,0.00166367309013,0.984569734825,3.0823,0.0229392676431,SM-runs,0.984569734825,0.984741982265,0.984552431254,10,0.8,5
9,5,5,0.0055,0.00320156211872,0.000997113552899,0.990014120214,3.0846,0.0302132421299,SM-runs,0.990014120214,0.990768980451,0.990112279287,10,0.8,10
9,5,5,0.0111,0.00700642562224,0.00222729054059,0.989854064316,3.0912,0.0436893579719,SM-runs,0.989854064316,0.98064289631,0.98825995301,10,0.8,100
9,5,5,0.0397,0.00906697303404,0.0133332689854,0.998288842023,4.3221,0.0648389543407,SM-runs,0.998288842023,0.981510047013,0.995450078601,-10,0.3,3
9,5,5,0.025,0.0112782977439,0.00841613655612,0.998823107105,4.3091,0.0463712195225,SM-runs,0.998823107105,0.988405466208,0.997066068991,-10,0.3,5
9,5,5,0.0369,0.00531883445879,0.0126412928983,0.999039191235,4.3049,0.0307423161131,SM-runs,0.999039191235,0.982955281858,0.996320766055,-10,0.3,10
9,5,5,0.0429,0.0132094663026,0.0145549744977,0.999040404616,4.3319,0.0479550831508,SM-runs,0.999040404616,0.979901457036,0.995793862618,-10,0.3,100
9,5,5,0.0058,0.00497594212185,0.000886769047476,0.981413853712,3.0631,0.0425004705856,SM-runs,0.981413853712,0.991670290398,0.98309459293,-10,0.8,3
9,5,5,0.0101,0.00752927619363,0.00189614245251,0.983925226666,3.0649,0.0295176218554,SM-runs,0.983925226666,0.983664465139,0.98380283037,-10,0.8,5
9,5,5,0.0124,0.00628012738724,0.00210941610738,0.970895235417,3.0783,0.0336394114098,SM-runs,0.970895235417,0.980600879481,0.972452140142,-10,0.8,10
9,5,5,0.0139,0.0074087785768,0.00266567501757,0.980390720056,3.0927,0.0351910499985,SM-runs,0.980390720056,0.975980385936,0.979612760359,-10,0.8,100
9,5,5,0.0408,0.0163144108076,0.0140858340075,0.99929894933,4.3048,0.0390481753735,SM-runs,0.99929894933,0.981307229801,0.996248335958,gt,0.3,3
9,5,5,0.0428,0.0175202739705,0.0144640365671,0.999273392143,4.3499,0.0687741957423,SM-runs,0.999273392143,0.979822532704,0.995966007806,gt,0.3,5
9,5,5,0.0353,0.0125463141998,0.0119291752459,0.999282867616,4.3262,0.0564992035342,SM-runs,0.999282867616,0.983346909595,0.99658606159,gt,0.3,10
9,5,5,0.0313,0.0103348923555,0.0109108919278,0.999284024197,4.2939,0.0289739538206,SM-runs,0.999284024197,0.985836753206,0.99701376559,gt,0.3,100
9,5,5,0.0105,0.00624899991999,0.00178466675922,0.975226541115,3.1024,0.0366038249367,SM-runs,0.975226541115,0.984500709873,0.97668568231,gt,0.8,3
9,5,5,0.0062,0.00430813184571,0.000887573897362,0.978485946691,3.0807,0.0165048477727,SM-runs,0.978485946691,0.99183019104,0.980635626558,gt,0.8,5
9,5,5,0.0092,0.00487442304278,0.00156389084051,0.978368300428,3.085,0.0351909079167,SM-runs,0.978368300428,0.986491460846,0.979663448626,gt,0.8,10
9,5,5,0.0088,0.0046,0.00155866644068,0.981978953429,3.0838,0.0574226436173,SM-runs,0.981978953429,0.986143276264,0.982621167317,gt,0.8,100
9,5,5,0.0319,0.0196542616244,0.0107238087799,0.999013825331,4.2831,0.0551805219258,SM-runs,0.999013825331,0.985006345402,0.996639760277,est,0.3,3
9,5,5,0.0378,0.0143861044067,0.0130531897017,0.999275038194,4.2384,0.0540484967414,SM-runs,0.999275038194,0.982672004571,0.996462794195,est,0.3,5
9,5,5,0.0415,0.0168359733903,0.0140196383073,0.998817281603,4.2355,0.124229022374,SM-runs,0.998817281603,0.980655597624,0.995731605191,est,0.3,10
9,5,5,0.0417,0.0183741666478,0.014071488235,0.998306639768,4.207,0.137430709814,SM-runs,0.998306639768,0.980732288123,0.995321832338,est,0.3,100
9,5,5,0.0095,0.00632850693292,0.00155621969135,0.974731128302,3.0633,0.053013300218,SM-runs,0.974731128302,0.985971900901,0.976560740499,est,0.8,3
9,5,5,0.0194,0.0204166598639,0.00178814985842,0.885941276542,3.0242,0.645355529921,SM-runs,0.885941276542,0.982119279017,0.895483761286,est,0.8,5
9,5,5,0.019,0.0191833260933,0.00199949483055,0.897825976023,2.9208,0.553232645458,SM-runs,0.897825976023,0.979345596243,0.905535049697,est,0.8,10
9,5,5,0.0109,0.00607371385562,0.00200448381313,0.980668708759,3.1618,0.261684848625,SM-runs,0.980668708759,0.982227173582,0.980903013657,est,0.8,100
10,5,5,0.0324,0.0148942942095,0.0109848669715,0.999039936303,4.3154,0.0803021792979,SM-runs,0.999039936303,0.984889775288,0.996647769679,10,0.3,3
10,5,5,0.0358,0.00789683480896,0.0122735858774,0.999280626781,4.3016,0.0534119836741,SM-runs,0.999280626781,0.983395267212,0.996595134156,10,0.3,5
10,5,5,0.0348,0.0124,0.0117216775249,0.99809443683,4.3033,0.0575170409531,SM-runs,0.99809443683,0.984042290305,0.995719931024,10,0.3,10
10,5,5,0.0415,0.0145413204352,0.0144020772331,0.998781584062,4.2759,0.0547968064763,SM-runs,0.998781584062,0.98126466702,0.995812496189,10,0.3,100
10,5,5,0.0086,0.00816333265278,0.00167034911643,0.989471854531,3.1018,0.0300659275593,SM-runs,0.989471854531,0.985637319163,0.988755238842,10,0.8,3
10,5,5,0.0087,0.00833126641034,0.00156309888288,0.983206664351,3.0839,0.0449498609564,SM-runs,0.983206664351,0.986549270326,0.983749210001,10,0.8,5
10,5,5,0.0114,0.00460868744872,0.00209639495026,0.980291331239,3.0703,0.0335262583656,SM-runs,0.980291331239,0.979757665483,0.980149754028,10,0.8,10
10,5,5,0.0093,0.00596741149913,0.0016720640401,0.982659232769,3.0812,0.029420401085,SM-runs,0.982659232769,0.985462928322,0.983066389565,10,0.8,100
10,5,5,0.0334,0.0170833252033,0.0115294614168,0.999051420244,4.3052,0.03782274448,SM-runs,0.999051420244,0.984828805125,0.99664394287,-10,0.3,3
10,5,5,0.0358,0.0127342059038,0.0122927560301,0.999273427148,4.3146,0.0371650373335,SM-runs,0.999273427148,0.98345214152,0.99659513649,-10,0.3,5
10,5,5,0.0276,0.0123709336754,0.00939499083242,0.998598510047,4.2822,0.0416600528084,SM-runs,0.998598510047,0.987433052375,0.996713735542,-10,0.3,10
10,5,5,0.0354,0.00867409937688,0.012073400381,0.999048598898,4.292,0.0304236749917,SM-runs,0.999048598898,0.983584716851,0.996435134161,-10,0.3,100
10,5,5,0.0071,0.0033,0.00122258297224,0.983566300699,3.0848,0.033996470405,SM-runs,0.983566300699,0.9888766253,0.984431773304,-10,0.8,3
10,5,5,0.009,0.00534789678285,0.00166155055661,0.984796054918,3.103,0.0370836891369,SM-runs,0.984796054918,0.984609385617,0.98472324951,-10,0.8,5
10,5,5,0.005,0.00376828873628,0.000779940843876,0.984345855722,3.0901,0.0293511498923,SM-runs,0.984345855722,0.993140889308,0.985780627518,-10,0.8,10
10,5,5,0.0077,0.00397617907041,0.00133467383363,0.98296619465,3.0939,0.0326479708405,SM-runs,0.98296619465,0.988067754682,0.983774578326,-10,0.8,100
10,5,5,0.0242,0.00880681554252,0.00828685263143,0.999552071107,4.2916,0.0484751482721,SM-runs,0.999552071107,0.988714835587,0.997726216486,gt,0.3,3
10,5,5,0.031,0.00944457516249,0.0105342094866,0.998789024406,4.3127,0.0374701214303,SM-runs,0.998789024406,0.985667398817,0.996575350876,gt,0.3,5
10,5,5,0.0342,0.0118135515405,0.0117989504289,0.999517484634,4.3078,0.0499455703742,SM-runs,0.999517484634,0.984210401671,0.996929036964,gt,0.3,10
10,5,5,0.0246,0.00818779579618,0.00828381659488,0.998566592821,4.3033,0.0307149800586,SM-runs,0.998566592821,0.988690570981,0.9969054965,gt,0.3,100
10,5,5,0.0068,0.00430813184571,0.00111548836314,0.982878311954,3.0902,0.0204782811779,SM-runs,0.982878311954,0.990279839472,0.984081138404,gt,0.8,3
10,5,5,0.0121,0.00625219961294,0.00233455140015,0.984298962062,3.0848,0.0477635844551,SM-runs,0.984298962062,0.978970185719,0.983385140252,gt,0.8,5
10,5,5,0.015,0.00676756972628,0.00277950170086,0.97522933057,3.1079,0.0276783308745,SM-runs,0.97522933057,0.975105502827,0.975147153649,gt,0.8,10
10,5,5,0.0095,0.00615223536611,0.00166569056152,0.979733021779,3.0835,0.0280935935758,SM-runs,0.979733021779,0.984890228448,0.980508631386,gt,0.8,100
10,5,5,0.0365,0.013720422734,0.0124731343129,0.998805815871,4.2608,0.0264643155967,SM-runs,0.998805815871,0.983245719213,0.99617357281,est,0.3,3
10,5,5,0.0397,0.0139502688146,0.0134855623578,0.999523806824,4.2332,0.178093683212,SM-runs,0.999523806824,0.981302724322,0.996433245843,est,0.3,5
10,5,5,0.037,0.0132664991614,0.0126592652325,1.0,4.2444,0.050575092684,SM-runs,1.0,0.982515754347,0.997037487722,est,0.3,10
10,5,5,0.0291,0.0120120772558,0.0100305383264,0.999770642202,4.2645,0.0756680249511,SM-runs,0.999770642202,0.986438703224,0.997518264889,est,0.3,100
10,5,5,0.0067,0.0042201895692,0.00111626557594,0.983135901823,3.1836,0.279774623581,SM-runs,0.983135901823,0.990314389361,0.98431048231,est,0.8,3
10,5,5,0.011,0.00874070935336,0.00111383354741,0.936679574471,2.9672,0.348584509122,SM-runs,0.936679574471,0.990027900305,0.943431628671,est,0.8,5
10,5,5,0.0206,0.017636326148,0.00268361493031,0.923483452246,3.3147,0.618217122053,SM-runs,0.923483452246,0.977403268416,0.926419059909,est,0.8,10
10,5,5,0.0153,0.0115329961415,0.00211450886044,0.942512033392,3.0571,0.46215894452,SM-runs,0.942512033392,0.980794129904,0.947070707322,est,0.8,100
